line_number,key,task,representation,kg,graph_id,prompt_type,temperature,temperature_label,cq_index,cq_complexity,endpoint,competency_question,sparql_query,syntax_ok,syntax_message,satisfiable,satisfiable_message,deterministic,deterministic_message,all_checks_passed,rows,variables,result_message,_line_number
27,sparql-nen-core_scholar_rich-cot-temp0.0-Which universities in each state are associated with the most publications?,sparql,nen,core_scholar_rich,core_scholar_rich,cot,0.0,temp0.0,11,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,Which universities in each state are associated with the most publications?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?state ?university ?publicationCount
WHERE {
  {
    SELECT ?state (MAX(?count) AS ?maxCount)
    WHERE {
      {
        SELECT ?state ?university (COUNT(DISTINCT ?publication) AS ?count)
        WHERE {
          ?university a coresr-ont:University ;
                      coresr-ont:locatedAt ?location .
          ?location coresr-ont:atState ?state .
          ?college coresr-ont:partOf ?university .
          ?department coresr-ont:partOf ?college .
          ?agent coresr-ont:associatedWith ?department ;
                 coresr-ont:performsRole ?authorRole .
          ?authorRole a coresr-ont:Author .
          ?publication coresr-ont:submittedBy ?authorRole .
        }
        GROUP BY ?state ?university
      }
    }
    GROUP BY ?state
  }
  {
    SELECT ?state ?university (COUNT(DISTINCT ?publication) AS ?publicationCount)
    WHERE {
      ?university a coresr-ont:University ;
                  coresr-ont:locatedAt ?location .
      ?location coresr-ont:atState ?state .
      ?college coresr-ont:partOf ?university .
      ?department coresr-ont:partOf ?college .
      ?agent coresr-ont:associatedWith ?department ;
             coresr-ont:performsRole ?authorRole .
      ?authorRole a coresr-ont:Author .
      ?publication coresr-ont:submittedBy ?authorRole .
    }
    GROUP BY ?state ?university
  }
  FILTER(?publicationCount = ?maxCount)
}
ORDER BY ?state",True,OK,False,OK,True,OK,False,0,"[""state"", ""university"", ""publicationCount""]",OK,27
28,"sparql-axiom-kwg-cot-temp0.0-What are all the available demographic attributes like population, household units, etc., associated with all geographical places?",sparql,axiom,kwg,kwg,cot,0.0,temp0.0,4,simple,<FUSEKI_SERVER>/kwg/sparql,"What are all the available demographic attributes like population, household units, etc., associated with all geographical places?","PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>

SELECT DISTINCT ?place ?demographicAttribute
WHERE {
  ?collection a kwg-ont:CensusACS5YearEstimatesObservationCollection ;
              sosa:hasFeatureOfInterest ?place ;
              sosa:hasMember ?observation .
  ?observation sosa:observedProperty ?demographicAttribute .
  ?demographicAttribute a kwg-ont:CensusObservableProperty .
}
ORDER BY ?place ?demographicAttribute",True,OK,True,OK,True,OK,True,10,"[""place"", ""demographicAttribute""]",OK,28
29,sparql-ttl-kwg_lite-0_shot-temp0.0-What are all the available damage details that have been impacted by a hazard?,sparql,ttl,kwg_lite,kwg_lite,0_shot,0.0,temp0.0,12,complex,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the available damage details that have been impacted by a hazard?,"PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?hazard ?damageToCrops ?damageToInfrastructure ?numberOfDeaths ?affectedArea
WHERE {
    ?hazard a kwgl-ont:HazardEvent .
    OPTIONAL {
        ?hazard kwgl-ont:damageToCropsInDollars ?damageToCrops .
    }
    OPTIONAL {
        ?hazard kwgl-ont:damageToInfrastructureInDollars ?damageToInfrastructure .
    }
    OPTIONAL {
        ?hazard kwgl-ont:numberOfDeaths ?numberOfDeaths .
    }
    OPTIONAL {
        ?hazard kwgl-ont:affectedAreaInAcres ?affectedArea .
    }
    FILTER(BOUND(?damageToCrops) || BOUND(?damageToInfrastructure) || BOUND(?numberOfDeaths) || BOUND(?affectedArea))
}",True,OK,True,OK,True,OK,True,10,"[""hazard"", ""damageToCrops"", ""damageToInfrastructure"", ""numberOfDeaths"", ""affectedArea""]",OK,29
30,sparql-axiom-kwg-cot-temp1.0-What are all the available impact factor details for all hazard events?,sparql,axiom,kwg,kwg,cot,1.0,temp1.0,11,complex,<FUSEKI_SERVER>/kwg/sparql,What are all the available impact factor details for all hazard events?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?hazardEvent ?impactProperty ?impactValue
WHERE {
  ?obsCollection a kwg-ont:ImpactObservationCollection .
  ?obsCollection sosa:hasFeatureOfInterest ?hazardEvent .
  ?obsCollection sosa:hasMember ?impactObservation .
  ?impactObservation sosa:observedProperty ?impactProperty .
  ?impactObservation sosa:hasSimpleResult ?impactValue .
}",True,OK,False,OK,True,OK,False,0,"[""hazardEvent"", ""impactProperty"", ""impactValue""]",OK,30
31,sparql-nen-kwg-cot-temp0.0-What are all the available climate-specific attributes related to all geographical places?,sparql,nen,kwg,kwg,cot,0.0,temp0.0,9,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available climate-specific attributes related to all geographical places?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>

SELECT DISTINCT ?climateAttribute
WHERE {
  ?climateAttribute rdfs:subClassOf kwg-ont:ClimateObservableProperty .
}",True,OK,False,OK,True,OK,False,0,"[""climateAttribute""]",OK,31
32,sparql-ttl-core_scholar_rich-cot-temp1.0-Which universities in each state are associated with the most publications?,sparql,ttl,core_scholar_rich,core_scholar_rich,cot,1.0,temp1.0,11,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,Which universities in each state are associated with the most publications?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?state ?university ?pubCount
WHERE {
  {
    SELECT ?state (MAX(?count) AS ?maxPubCount)
    WHERE {
      {
        SELECT ?state ?university (COUNT(DISTINCT ?publication) AS ?count)
        WHERE {
          ?university rdf:type coresr-ont:University .
          ?university coresr-ont:locatedAt/coresr-ont:atState ?state .
          ?publication coresr-ont:hasContributor/coresr-ont:isPerformedBy/coresr-ont:associatedWith/coresr-ont:partOf/coresr-ont:partOf ?university .
        }
        GROUP BY ?state ?university
      }
    }
    GROUP BY ?state
  }
  {
    SELECT ?state ?university (COUNT(DISTINCT ?publication) AS ?pubCount)
    WHERE {
      ?university rdf:type coresr-ont:University .
      ?university coresr-ont:locatedAt/coresr-ont:atState ?state .
      ?publication coresr-ont:hasContributor/coresr-ont:isPerformedBy/coresr-ont:associatedWith/coresr-ont:partOf/coresr-ont:partOf ?university .
    }
    GROUP BY ?state ?university
  }
  FILTER (?pubCount = ?maxPubCount)
}
ORDER BY ?state",True,OK,False,OK,True,OK,False,0,"[""state"", ""university"", ""pubCount""]",OK,32
33,"sparql-axiom-kwg-0_shot-temp1.0-What are all the hurricane-specific hazard attributes available that are related to a geographical place, and all the damage impact details available and their temporal data if available?",sparql,axiom,kwg,kwg,0_shot,1.0,temp1.0,13,complex,<FUSEKI_SERVER>/kwg/sparql,"What are all the hurricane-specific hazard attributes available that are related to a geographical place, and all the damage impact details available and their temporal data if available?","PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX time: <http://www.w3.org/2006/time#>

SELECT DISTINCT ?hazardAttribute ?damageDetail ?temporalData
WHERE {
    ?hurricane a kwg-ont:NOAAHurricane .
    {
        ?obsCollection sosa:hasFeatureOfInterest ?hurricane .
        FILTER NOT EXISTS { ?obsCollection a kwg-ont:ImpactObservationCollection . }
        ?obsCollection sosa:hasMember ?observation .
        ?observation sosa:observedProperty ?hazardAttribute .
    }
    UNION
    {
        ?obsCollection sosa:hasFeatureOfInterest ?hurricane ;
                       a kwg-ont:ImpactObservationCollection ;
                       sosa:hasMember ?observation .
        ?observation sosa:observedProperty ?damageDetail .
        OPTIONAL { ?obsCollection sosa:phenomenonTime ?temporalData . }
    }
}",True,OK,False,OK,True,OK,False,0,"[""hazardAttribute"", ""damageDetail"", ""temporalData""]",OK,33
34,sparql-ttl-kwg_lite-0_shot-temp0.0-What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,sparql,ttl,kwg_lite,kwg_lite,0_shot,0.0,temp0.0,15,complex,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,"PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>
PREFIX kwglr: <http://stko-kwg.geog.ucsb.edu/lod/lite-resource/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?hazard ?hazardName ?placeName ?startDate ?endDate ?cropDamage ?infraDamage ?deaths ?affectedArea
WHERE {
  VALUES ?stormType {
    kwglr:stormSurgeTide
    kwglr:strongWind
    kwglr:thunderstormWind
    kwglr:tornado
    kwglr:tropicalDepression
    kwglr:tropicalStorm
    kwglr:hurricane
    kwglr:iceStorm
    kwglr:winterStorm
    kwglr:blizzard
    kwglr:hail
    kwglr:heavyRain
  }

  ?hazard a kwgl-ont:HazardEvent ;
          kwgl-ont:hasHazardType ?stormType ;
          kwgl-ont:hasImpacted ?place ;
          kwgl-ont:hasStartDate ?startDate .

  FILTER (?startDate >= ""2021-01-01""^^xsd:date && ?startDate <= ""2021-12-31""^^xsd:date)

  OPTIONAL { ?hazard kwgl-ont:hasName ?hazardName . }
  OPTIONAL { ?place kwgl-ont:hasName ?placeName . }
  OPTIONAL { ?hazard kwgl-ont:hasEndDate ?endDate . }
  OPTIONAL { ?hazard kwgl-ont:damageToCropsInDollars ?cropDamage . }
  OPTIONAL { ?hazard kwgl-ont:damageToInfrastructureInDollars ?infraDamage . }
  OPTIONAL { ?hazard kwgl-ont:numberOfDeaths ?deaths . }
  OPTIONAL { ?hazard kwgl-ont:affectedAreaInAcres ?affectedArea . }
}",True,OK,False,OK,True,OK,False,0,"[""hazard"", ""hazardName"", ""placeName"", ""startDate"", ""endDate"", ""cropDamage"", ""infraDamage"", ""deaths"", ""affectedArea""]",OK,34
35,sparql-ttl-core_scholar_rich-cot-temp1.0-What publications belong to which publication type?,sparql,ttl,core_scholar_rich,core_scholar_rich,cot,1.0,temp1.0,7,moderate,<FUSEKI_SERVER>/core_scholar_rich/sparql,What publications belong to which publication type?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
SELECT ?publication ?publicationTypeString
WHERE {
  ?publication coresr-ont:hasPublicationType ?publicationType .
  ?publicationType coresr-ont:typeAsString ?publicationTypeString .
}",True,OK,True,OK,True,OK,True,40,"[""publication"", ""publicationTypeString""]",OK,35
36,sparql-axiom-core_scholar_rich-0_shot-temp0.0-What are all available authors?,sparql,axiom,core_scholar_rich,core_scholar_rich,0_shot,0.0,temp0.0,1,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available authors?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
SELECT DISTINCT ?author
WHERE {
  ?author a coresr-ont:Author .
}",True,OK,True,OK,True,OK,True,10,"[""author""]",OK,36
37,sparql-nen-core_scholar_rich-0_shot-temp1.0-Which departments have the highest number of agents missing family name information?,sparql,nen,core_scholar_rich,core_scholar_rich,0_shot,1.0,temp1.0,15,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,Which departments have the highest number of agents missing family name information?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX coresr-ont: <http://example.org/core_scholar_rich/>

SELECT ?department (COUNT(?agent) AS ?missingFamilyNameCount)
WHERE {
  ?agent rdf:type coresr-ont:Agent .
  ?agent coresr-ont:associatedWith ?department .
  ?department rdf:type coresr-ont:Department .
  FILTER NOT EXISTS {
    ?agent coresr-ont:hasContactInformation ?familyName .
    ?familyName rdf:type coresr-ont:FamilyName .
  }
}
GROUP BY ?department
ORDER BY DESC(?missingFamilyNameCount)",True,OK,True,OK,True,OK,True,10,"[""department"", ""missingFamilyNameCount""]",OK,37
38,sparql-ttl-kwg_lite-0_shot-temp1.0-What are all the available health-related concerns or attributes of all geographical places?,sparql,ttl,kwg_lite,kwg_lite,0_shot,1.0,temp1.0,3,simple,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the available health-related concerns or attributes of all geographical places?,"PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?placeName ?percentDiabetic ?percentObese
WHERE {
  ?place a kwgl-ont:Place ;
         kwgl-ont:hasName ?placeName .
  OPTIONAL {
    ?place kwgl-ont:percentDiabetic ?percentDiabetic .
  }
  OPTIONAL {
    ?place kwgl-ont:percentObese ?percentObese .
  }
}",True,OK,True,OK,True,OK,True,10,"[""placeName"", ""percentDiabetic"", ""percentObese""]",OK,38
39,sparql-axiom-core_scholar_shallow-0_shot-temp1.0-Which universities in each state are associated with the most publications?,sparql,axiom,core_scholar_shallow,core_scholar_shallow,0_shot,1.0,temp1.0,11,complex,<FUSEKI_SERVER>/core_scholar_shallow/sparql,Which universities in each state are associated with the most publications?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?state ?university ?pubCount
WHERE {
  {
    SELECT ?state (MAX(?count) AS ?maxPubCount)
    WHERE {
      SELECT ?state ?university (COUNT(DISTINCT ?publication) AS ?count)
      WHERE {
        ?university a coress-ont:University ;
                    coress-ont:atState ?state .
        ?college coress-ont:collegeOf ?university .
        ?department coress-ont:departmentOf ?college .
        ?agent coress-ont:worksInDepartment ?department .
        ?author coress-ont:isPerformedBy ?agent ;
                a coress-ont:Author .
        ?publication coress-ont:submittedBy ?author .
      }
      GROUP BY ?state ?university
    }
    GROUP BY ?state
  }
  {
    SELECT ?state ?university (COUNT(DISTINCT ?publication) AS ?pubCount)
    WHERE {
      ?university a coress-ont:University ;
                  coress-ont:atState ?state .
      ?college coress-ont:collegeOf ?university .
      ?department coress-ont:departmentOf ?college .
      ?agent coress-ont:worksInDepartment ?department .
      ?author coress-ont:isPerformedBy ?agent ;
              a coress-ont:Author .
      ?publication coress-ont:submittedBy ?author .
    }
    GROUP BY ?state ?university
  }
  FILTER(?pubCount = ?maxPubCount)
}
ORDER BY ?state",True,OK,False,OK,True,OK,False,0,"[""state"", ""university"", ""pubCount""]",OK,39
40,sparql-axiom-core_scholar_shallow-cot-temp0.0-What colleges are associated with universities in each city?,sparql,axiom,core_scholar_shallow,core_scholar_shallow,cot,0.0,temp0.0,10,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What colleges are associated with universities in each city?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
SELECT ?city ?university ?college
WHERE {
  ?university a coress-ont:University .
  ?university coress-ont:atCity ?city .
  ?university coress-ont:hasCollege ?college .
}",True,OK,True,OK,True,OK,True,20,"[""city"", ""university"", ""college""]",OK,40
41,sparql-nen-kwg-0_shot-temp0.0-What are all the available climate-specific attributes related to all geographical places?,sparql,nen,kwg,kwg,0_shot,0.0,temp0.0,9,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available climate-specific attributes related to all geographical places?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
SELECT DISTINCT ?climateAttribute
WHERE {
  ?climateAttribute rdfs:subClassOf kwg-ont:ClimateObservableProperty .
}",True,OK,False,OK,True,OK,False,0,"[""climateAttribute""]",OK,41
42,sparql-ttl-core_scholar_shallow-cot-temp0.0-What publications belong to which publication type?,sparql,ttl,core_scholar_shallow,core_scholar_shallow,cot,0.0,temp0.0,7,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What publications belong to which publication type?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
SELECT ?publication ?publicationType
WHERE {
  ?publication a coress-ont:Publication .
  ?publication coress-ont:hasPublicationType ?publicationType .
}",True,OK,True,OK,True,OK,True,20,"[""publication"", ""publicationType""]",OK,42
43,sparql-axiom-kwg-0_shot-temp0.0-What are all the available flood-specific hazard attributes and their details related to all geographical places?,sparql,axiom,kwg,kwg,0_shot,0.0,temp0.0,8,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available flood-specific hazard attributes and their details related to all geographical places?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT ?place ?floodHazard ?attribute ?detail
WHERE {
  VALUES ?floodType {
      kwg-ont:NOAAFlood
      kwg-ont:NOAAFlashFlood
      kwg-ont:NOAACoastalFlood
      kwg-ont:NOAALakeshoreFlood
  }
  ?floodHazard a ?floodType ;
               (kwg-ont:spatialRelation|kwg-ont:sfWithin) ?place .
  ?place a geo:Feature .

  {
    ?obsCollection sosa:hasFeatureOfInterest ?floodHazard ;
                   sosa:hasMember ?observation .
    ?observation sosa:observedProperty ?attribute ;
                 sosa:hasSimpleResult ?detail .
  }
  UNION
  {
    ?hazardEpisode kwg-ont:episodeHasPart ?floodHazard ;
                   kwg-ont:hasNarrative ?detail .
    BIND(kwg-ont:hasNarrative AS ?attribute)
  }
}",True,OK,False,OK,True,OK,False,0,"[""place"", ""floodHazard"", ""attribute"", ""detail""]",OK,43
